Cusec,Cusec,Censo Total,Votos Totales,Votos Blancos,Votos Nulos,Votos Válidos,Primera fuerza,% PF,Segunda fuerza,% SF,Tercera fuerza,% TF,% PP,% PSOE,% MÁS MADRID,% Cs,% Podemos,% VOX,Izquierda,Derecha,Bloque Gana,PACMA,MÁS MADRID,PSOE,PH,ULEG,Cs,FE de las JONS,PCAS-TC,PUM+J,P-LIB,PP,PCTE,VOX,UPYD,PODEMOS-IU
2806503001,2806503001,979,640,2,1,639,PSOE,42.1,PP,18.31,Cs,11.58,18.31,42.1,10.33,11.58,9.23,6.26,61.66,36.15,Izquierda,7,66,269,0,0,74,1,1,2,0,117,1,40,0,59
2806503002,2806503002,700,428,0,3,425,PSOE,42.12,PP,19.06,Cs,14.12,19.06,42.12,9.88,14.12,9.65,4.24,61.65,37.42,Izquierda,0,42,179,0,0,60,0,1,2,0,81,0,18,1,41
2806503003,2806503003,892,556,3,8,548,PSOE,41.61,MÁS MADRID,14.42,PP,14.23,14.23,41.61,14.42,10.04,9.31,7.66,65.34,31.93,Izquierda,8,79,228,0,0,55,1,0,0,0,78,1,42,2,51
2806503004,2806503004,728,463,0,5,458,PSOE,41.27,PP,16.38,MÁS MADRID,15.5,16.38,41.27,15.5,12.66,7.64,5.68,64.41,34.72,Izquierda,2,71,189,0,0,58,0,0,0,0,75,2,26,0,35
2806503005,2806503005,685,449,1,3,446,PSOE,38.57,Cs,15.02,MÁS MADRID,13.9,13.45,38.57,13.9,15.02,8.74,8.97,61.21,37.44,Izquierda,5,62,172,0,0,67,0,0,0,0,60,0,40,0,39
2806503006,2806503006,1019,672,2,3,669,PSOE,39.31,MÁS MADRID,15.4,Cs,14.2,14.2,39.31,15.4,14.2,8.82,6.88,63.53,35.28,Izquierda,4,103,263,0,0,95,0,0,1,0,95,0,46,1,59
2806503007,2806503007,1127,750,2,0,750,PSOE,41.87,PP,17.33,MÁS MADRID,13.6,17.33,41.87,13.6,11.2,9.6,4.8,65.07,33.33,Izquierda,8,102,314,1,0,84,0,0,0,0,130,1,36,0,72
2806503008,2806503008,937,615,1,4,611,PSOE,33.72,Cs,17.18,MÁS MADRID,17.02,15.06,33.72,17.02,17.18,7.53,6.71,58.27,38.95,Izquierda,9,104,206,0,0,105,1,1,4,0,92,0,41,1,46
2806503009,2806503009,1512,975,4,10,965,PSOE,40.52,MÁS MADRID,16.37,Cs,13.99,12.64,40.52,16.37,13.99,10.26,3.83,67.15,30.46,Izquierda,15,158,391,0,0,135,0,3,0,0,122,0,37,1,99
2806503010,2806503010,825,508,2,1,507,PSOE,39.45,PP,17.95,Cs,15.98,17.95,39.45,11.05,15.98,5.72,7.3,56.22,41.23,Izquierda,5,56,200,0,0,81,0,3,1,0,91,0,37,2,29
2806503011,2806503011,693,454,2,1,453,PSOE,41.72,PP,13.91,Cs,12.36,13.91,41.72,10.82,12.36,10.38,7.95,62.92,34.22,Izquierda,7,49,189,0,0,56,0,0,0,0,63,3,36,1,47
2806503012,2806503012,911,559,1,1,558,PSOE,40.5,MÁS MADRID,14.34,Cs,13.26,13.08,40.5,14.34,13.26,9.5,7.89,64.34,34.23,Izquierda,3,80,226,0,1,74,1,0,2,0,73,0,44,0,53
2806503013,2806503013,771,450,5,0,450,PSOE,36.89,PP,16.67,MÁS MADRID,15.33,16.67,36.89,15.33,11.56,10,6.44,62.22,34.67,Izquierda,6,69,166,0,0,52,0,0,2,0,75,0,29,1,45
2806503014,2806503014,864,554,6,1,553,PSOE,41.23,PP,17.54,Cs,12.12,17.54,41.23,9.58,12.12,9.22,7.41,60.03,37.07,Izquierda,9,53,228,0,0,67,0,0,0,0,97,1,41,0,51
2806503015,2806503015,746,482,2,2,480,PSOE,41.67,PP,16.25,MÁS MADRID,13.96,16.25,41.67,13.96,13.75,9.38,4.38,65.01,34.38,Izquierda,1,67,200,0,0,66,0,0,0,0,78,0,21,0,45
2806503016,2806503016,868,540,2,8,532,PSOE,37.41,MÁS MADRID,17.86,Cs,15.98,12.78,37.41,17.86,15.98,8.65,5.26,63.92,34.02,Izquierda,3,95,199,0,0,85,3,0,0,0,68,3,28,0,46
2806503017,2806503017,668,523,4,0,523,PSOE,31.55,MÁS MADRID,19.89,PP,17.59,17.59,31.55,19.89,12.05,13,4.4,64.44,34.04,Izquierda,2,104,165,1,0,63,0,0,0,0,92,1,23,0,68
2806503018,2806503018,917,704,2,5,699,PSOE,34.19,MÁS MADRID,18.31,PP,14.88,14.88,34.19,18.31,12.73,12.3,6.58,64.8,34.19,Izquierda,4,128,239,0,0,89,0,0,0,0,104,0,46,1,86
2806503019,2806503019,1303,943,3,2,941,PSOE,31.24,MÁS MADRID,18.7,PP,15.83,15.83,31.24,18.7,12.22,14.45,6.48,64.39,34.53,Izquierda,3,176,294,1,0,115,0,0,0,0,149,1,61,2,136
2806503020,2806503020,530,430,1,3,427,PSOE,33.72,PP,18.03,MÁS MADRID,16.63,18.03,33.72,16.63,14.99,10.54,5.62,60.89,38.64,Izquierda,1,71,144,0,0,64,0,0,0,0,77,0,24,0,45
2806503021,2806503021,724,591,3,1,590,PSOE,33.22,PP,24.75,Cs,15.08,24.75,33.22,14.24,15.08,5.25,5.25,52.71,45.08,Izquierda,7,84,196,0,1,89,0,0,0,0,146,1,31,1,31
2806503022,2806503022,983,742,3,5,737,PSOE,24.83,PP,24.69,Cs,18.18,24.69,24.83,13.98,18.18,9.63,7.06,48.44,49.93,Derecha,6,103,183,0,0,134,0,0,2,0,182,1,52,0,71
2806503023,2806503023,586,477,1,0,477,PSOE,31.45,PP,18.87,MÁS MADRID,16.56,18.87,31.45,16.56,14.88,10.69,6.92,58.7,40.67,Izquierda,2,79,150,0,0,71,0,0,0,0,90,0,33,0,51
2806503024,2806503024,956,710,4,4,706,PSOE,33.85,PP,21.1,MÁS MADRID,15.44,21.1,33.85,15.44,12.32,9.49,5.52,58.78,38.94,Izquierda,6,109,239,0,0,87,3,0,0,0,149,0,39,3,67
2806503025,2806503025,966,744,3,1,743,PSOE,35.53,PP,20.19,Cs,13.59,20.19,35.53,11.17,13.59,12.11,6.33,58.81,40.11,Izquierda,3,83,264,0,0,101,1,0,1,0,150,0,47,0,90
2806503026,2806503026,748,591,3,4,587,PSOE,34.58,PP,19.93,Cs,19.59,19.93,34.58,13.97,19.59,6.64,4.43,55.19,43.95,Izquierda,1,82,203,0,1,115,0,0,0,0,117,0,26,0,39
2806503027,2806503027,839,637,2,1,636,PP,27.36,PSOE,26.89,Cs,18.4,27.36,26.89,11.32,18.4,5.35,8.81,43.56,54.57,Derecha,6,72,171,0,0,117,0,2,0,0,174,0,56,2,34
2806503028,2806503028,1161,801,5,2,799,PSOE,28.54,Cs,18.77,PP,16.65,16.65,28.54,16.27,18.77,10.39,6.88,55.2,42.3,Izquierda,6,130,228,3,1,150,2,1,1,0,133,0,55,1,83
2806503029,2806503029,1195,938,5,3,935,PSOE,27.17,Cs,19.68,MÁS MADRID,18.5,17.65,27.17,18.5,19.68,5.78,9.2,51.45,46.53,Izquierda,8,173,254,0,0,184,1,0,2,0,165,0,86,3,54
2806503030,2806503030,1514,1101,4,10,1091,PSOE,27.68,Cs,21.17,PP,20.07,20.07,27.68,17.05,21.17,9.26,3.67,53.99,44.91,Izquierda,6,186,302,0,0,231,1,0,0,0,219,0,40,1,101
2806503031,2806503031,749,555,2,1,554,PSOE,33.03,Cs,19.49,PP,16.97,16.97,33.03,16.79,19.49,7.22,5.42,57.04,41.88,Izquierda,3,93,183,0,0,108,1,0,0,0,94,0,30,0,40
2806503032,2806503032,924,679,3,1,678,PSOE,26.55,PP,20.65,Cs,18.88,20.65,26.55,16.67,18.88,7.52,8.85,50.74,48.38,Izquierda,3,113,180,0,0,128,0,0,0,0,140,0,60,0,51
2806503033,2806503033,995,790,10,4,786,PSOE,32.19,Cs,18.32,MÁS MADRID,17.68,12.21,32.19,17.68,18.32,8.4,7.89,58.27,38.42,Izquierda,8,139,253,1,0,144,0,0,0,1,96,1,62,5,66
2806503034,2806503034,1186,892,5,1,891,PSOE,28.17,Cs,23.79,MÁS MADRID,14.59,14.48,28.17,14.59,23.79,6.17,10.44,48.93,48.71,Izquierda,9,130,251,1,0,212,2,0,1,0,129,0,93,3,55
2806503035,2806503035,1285,935,7,0,935,PSOE,29.09,Cs,22.25,MÁS MADRID,17.75,11.76,29.09,17.75,22.25,10.48,7.06,57.32,41.07,Izquierda,7,166,272,0,0,208,0,0,1,0,110,0,66,0,98
2806503036,2806503036,1215,885,4,3,882,PSOE,33.45,Cs,22.45,MÁS MADRID,15.53,11.22,33.45,15.53,22.45,9.52,6.01,58.5,39.68,Izquierda,6,137,295,0,1,198,0,1,2,0,99,0,53,2,84
2806503037,2806503037,1378,1025,6,9,1016,PSOE,32.97,MÁS MADRID,21.36,Cs,19.69,8.76,32.97,21.36,19.69,7.78,7.78,62.11,36.23,Izquierda,9,217,335,0,0,200,0,0,0,0,89,1,79,1,79
2806503038,2806503038,1830,1401,6,12,1389,PSOE,26.21,Cs,23.9,MÁS MADRID,19.01,11.66,26.21,19.01,23.9,8.21,8.5,53.43,44.06,Izquierda,15,264,364,1,0,332,2,3,3,0,162,3,118,2,114
2806503039,2806503039,1585,1203,6,2,1201,PSOE,30.89,Cs,26.81,PP,15.32,15.32,30.89,14.15,26.81,4.08,7.41,49.12,49.54,Derecha,5,170,371,0,0,322,2,0,2,1,184,0,89,0,49
2806503040,2806503040,1245,915,6,3,912,PSOE,32.13,Cs,18.97,MÁS MADRID,17.32,11.73,32.13,17.32,18.97,10.53,7.35,59.98,38.05,Izquierda,5,158,293,2,0,173,1,0,2,0,107,2,67,0,96
2806503041,2806503041,1036,853,3,3,850,PSOE,28.24,Cs,21.06,MÁS MADRID,17.06,16.82,28.24,17.06,21.06,9.18,6.12,54.48,44,Izquierda,4,145,240,1,0,179,0,0,1,0,143,2,52,2,78
2806503042,2806503042,1376,1043,4,10,1033,PSOE,29.72,MÁS MADRID,24.3,Cs,19.07,6.78,29.72,24.3,19.07,10.75,7.26,64.77,33.11,Izquierda,12,251,307,0,2,197,0,0,1,0,70,3,75,0,111
2806503043,2806503043,1455,1072,8,9,1063,MÁS MADRID,26.43,PSOE,23.33,Cs,21.73,7.71,23.33,26.43,21.73,12.32,6.3,62.08,35.74,Izquierda,11,281,248,0,0,231,0,0,0,0,82,1,67,3,131
2806503044,2806503044,1340,1022,8,6,1016,Cs,29.43,PSOE,25.39,PP,15.94,15.94,25.39,15.16,29.43,5.22,7.58,45.77,52.95,Derecha,3,154,258,0,0,299,0,2,0,0,162,0,77,0,53
2806503045,2806503045,1599,1257,3,9,1248,PSOE,34.05,Cs,20.43,MÁS MADRID,16.91,13.3,34.05,16.91,20.43,7.21,6.49,58.17,40.22,Izquierda,8,211,425,0,0,255,1,2,1,1,166,0,81,4,90
2806503046,2806503046,1500,1054,7,4,1050,PSOE,25.14,MÁS MADRID,24.48,Cs,19.43,5.9,25.14,24.48,19.43,15.14,7.14,64.76,32.47,Izquierda,14,257,264,0,0,204,2,0,2,2,62,0,75,2,159
2806503047,2806503047,1670,1216,5,6,1210,PSOE,29.09,MÁS MADRID,23.47,Cs,22.15,6.12,29.09,23.47,22.15,10.5,5.79,63.06,34.06,Izquierda,14,284,352,1,0,268,1,0,1,1,74,5,70,7,127
2806504001,2806504001,975,652,4,4,648,PSOE,41.98,PP,18.83,Cs,12.04,18.83,41.98,11.11,12.04,7.41,6.17,60.5,37.04,Izquierda,7,72,272,0,0,78,2,2,1,0,122,0,40,0,48
2806504002,2806504002,1047,682,0,0,682,PSOE,42.38,Cs,15.25,PP,14.96,14.96,42.38,13.49,15.25,7.04,5.72,62.91,35.93,Izquierda,7,92,289,0,0,104,0,0,1,0,102,0,39,0,48
2806504003,2806504003,1112,757,3,4,753,PSOE,41.3,MÁS MADRID,15.54,PP,13.68,13.68,41.3,15.54,13.15,7.04,7.3,63.88,34.13,Izquierda,10,117,311,0,1,99,0,0,0,0,103,0,55,1,53
2806504004,2806504004,769,427,1,4,423,PSOE,42.79,PP,16.55,Cs,13.48,16.55,42.79,9.46,13.48,10.64,5.2,62.89,35.23,Izquierda,5,40,181,0,0,57,0,0,2,0,70,0,22,0,45
2806504005,2806504005,698,466,2,0,466,PSOE,39.06,PP,15.67,Cs,15.02,15.67,39.06,12.02,15.02,11.16,4.51,62.24,35.2,Izquierda,7,56,182,0,0,70,0,0,0,1,73,0,21,2,52
2806504006,2806504006,778,464,1,4,460,PSOE,48.48,Cs,14.57,PP,12.39,12.39,48.48,9.35,14.57,9.13,5.65,66.96,32.61,Izquierda,0,43,223,0,0,67,0,0,0,0,57,1,26,0,42
2806504007,2806504007,894,507,3,2,505,PSOE,44.55,MÁS MADRID,13.66,Cs,12.28,11.88,44.55,13.66,12.28,9.7,5.74,67.91,29.9,Izquierda,6,69,225,2,0,62,0,0,0,0,60,0,29,0,49
2806504008,2806504008,591,363,4,2,361,PSOE,39.61,PP,17.73,MÁS MADRID,12.74,17.73,39.61,12.74,11.91,9.42,6.65,61.77,36.29,Izquierda,1,46,143,0,1,43,0,0,1,0,64,0,24,0,34
2806504009,2806504009,989,587,5,0,587,PSOE,40.03,PP,17.38,Cs,13.29,17.38,40.03,10.05,13.29,9.37,6.3,59.45,36.97,Izquierda,9,59,235,0,1,78,0,3,0,0,102,1,37,2,55
2806504010,2806504010,966,584,1,4,580,PSOE,30.52,PP,26.72,Cs,15.34,26.72,30.52,12.24,15.34,6.38,6.03,49.14,48.09,Izquierda,14,71,177,0,0,89,0,0,0,0,155,0,35,1,37
2806504011,2806504011,717,505,2,6,499,PSOE,41.28,PP,17.43,MÁS MADRID,14.03,17.43,41.28,14.03,13.23,8.22,4.61,63.53,35.27,Izquierda,2,70,206,0,0,66,0,0,0,0,87,1,23,1,41
2806504012,2806504012,873,568,1,8,560,PP,28.75,PSOE,25.89,Cs,17.14,28.75,25.89,9.11,17.14,6.25,11.61,41.25,57.5,Derecha,1,51,145,0,0,96,0,1,0,0,161,1,65,3,35
2806504013,2806504013,913,539,3,0,539,PSOE,44.34,PP,15.21,Cs,13.17,15.21,44.34,11.5,13.17,8.53,5.19,64.37,33.57,Izquierda,3,62,239,1,0,71,2,0,0,0,82,1,28,1,46
2806504014,2806504014,822,477,2,1,476,PSOE,39.71,MÁS MADRID,14.71,PP,14.29,14.29,39.71,14.71,13.03,7.56,8.19,61.98,35.51,Izquierda,7,70,189,0,0,62,0,0,0,1,68,1,39,1,36
2806504015,2806504015,1006,655,2,2,653,PSOE,41.04,PP,17.76,Cs,13.63,17.76,41.04,12.86,13.63,8.12,5.21,62.02,36.6,Izquierda,3,84,268,0,0,89,0,0,2,0,116,2,34,0,53
2806504016,2806504016,937,548,3,4,544,PSOE,45.4,PP,15.07,MÁS MADRID,11.58,15.07,45.4,11.58,9.56,11.58,4.78,68.56,29.41,Izquierda,5,63,247,0,0,52,0,0,2,0,82,0,26,1,63
2806504017,2806504017,856,532,6,0,532,PSOE,47.56,PP,13.16,MÁS MADRID,12.78,13.16,47.56,12.78,9.77,7.33,6.77,67.67,29.7,Izquierda,6,68,253,0,0,52,0,0,0,0,70,0,36,2,39
2806504018,2806504018,1027,598,1,5,593,PSOE,48.4,PP,12.65,MÁS MADRID,11.47,12.65,48.4,11.47,11.13,7.59,7.08,67.46,30.86,Izquierda,5,68,287,0,0,66,1,0,0,1,75,0,42,2,45
2806504021,2806504021,492,292,0,1,291,PSOE,34.71,PP,23.71,Cs,15.12,23.71,34.71,7.9,15.12,7.56,8.93,50.17,47.76,Izquierda,4,23,101,0,0,44,0,0,1,0,69,1,26,0,22
2806504023,2806504023,1047,708,3,8,700,PSOE,47.43,Cs,14,MÁS MADRID,13.29,11.71,47.43,13.29,14,8.57,3.71,69.29,29.42,Izquierda,4,93,332,0,0,98,1,0,0,0,82,1,26,0,60
2806504024,2806504024,550,334,0,2,332,PSOE,44.58,PP,17.17,MÁS MADRID,10.24,17.17,44.58,10.24,10.24,9.34,5.42,64.16,32.83,Izquierda,4,34,148,0,0,34,1,0,0,0,57,2,18,3,31
2806504025,2806504025,515,323,1,2,321,PSOE,48.29,PP,16.51,MÁS MADRID,10.28,16.51,48.29,10.28,8.72,9.35,5.3,67.92,30.53,Izquierda,1,33,155,0,0,28,0,0,3,0,53,0,17,0,30
2806504026,2806504026,996,598,2,6,592,PSOE,44.76,Cs,14.02,MÁS MADRID,13.18,11.15,44.76,13.18,14.02,9.8,4.73,67.74,29.9,Izquierda,5,78,265,0,2,83,0,0,2,1,66,0,28,2,58
2806504027,2806504027,1222,755,2,7,748,PSOE,28.61,MÁS MADRID,16.71,Cs,15.37,14.44,28.61,16.71,15.37,11.36,11.76,56.68,41.57,Izquierda,8,125,214,0,0,115,0,0,3,0,108,0,88,0,85
2806504028,2806504028,1135,809,5,2,807,PSOE,22.55,MÁS MADRID,18.84,Cs,17.35,14.5,22.55,18.84,17.35,12.89,10.41,54.28,42.26,Izquierda,14,152,182,0,0,140,1,1,3,0,117,0,84,4,104
2806504029,2806504029,2059,1373,10,9,1364,PSOE,25.66,Cs,21.11,MÁS MADRID,17.01,11.58,25.66,17.01,21.11,10.12,12.61,52.79,45.3,Izquierda,8,232,350,0,1,288,1,1,1,0,158,0,172,4,138
2806504030,2806504030,2015,1537,13,13,1524,PSOE,38.45,MÁS MADRID,17.98,Cs,14.83,13.71,38.45,17.98,14.83,8.33,4.66,64.76,33.2,Izquierda,8,274,586,0,2,226,2,0,0,0,209,4,71,2,127
2806504031,2806504031,1338,863,2,3,860,PSOE,34.19,Cs,20.93,MÁS MADRID,15.47,12.44,34.19,15.47,20.93,6.98,8.02,56.64,41.39,Izquierda,5,133,294,3,0,180,2,0,2,0,107,1,69,2,60
2806504032,2806504032,1650,1232,7,7,1225,PSOE,35.35,Cs,18.2,MÁS MADRID,16.49,14.78,35.35,16.49,18.2,6.78,6.78,58.62,39.76,Izquierda,5,202,433,1,0,223,2,0,3,0,181,0,83,2,83
2806504033,2806504033,1373,979,7,2,977,PSOE,26,Cs,24.36,MÁS MADRID,16.07,10.85,26,16.07,24.36,8.19,12.59,50.26,47.8,Izquierda,6,157,254,1,0,238,0,2,0,0,106,0,123,3,80
2806504034,2806504034,1521,1173,8,6,1167,PSOE,26.82,MÁS MADRID,25.45,Cs,22.79,9.08,26.82,25.45,22.79,7.97,5.83,60.24,37.7,Izquierda,10,297,313,1,1,266,1,1,1,1,106,0,68,0,93
2806504035,2806504035,1263,950,4,3,947,MÁS MADRID,32.31,PSOE,22.91,Cs,17.42,7.5,22.91,32.31,17.42,10.35,6.76,65.57,31.68,Izquierda,15,306,217,1,1,165,0,0,0,0,71,0,64,5,98
2806504036,2806504036,981,719,6,4,715,PSOE,29.23,Cs,22.8,MÁS MADRID,20.42,7.97,29.23,20.42,22.8,6.57,10.21,56.22,40.98,Izquierda,9,146,209,0,1,163,1,0,0,1,57,0,73,2,47
2806504037,2806504037,1292,959,5,6,953,MÁS MADRID,28.44,PSOE,27.7,Cs,19.31,4.72,27.7,28.44,19.31,9.44,7.14,65.58,31.17,Izquierda,19,271,264,0,1,184,1,0,1,0,45,2,68,2,90
2806504038,2806504038,1191,911,2,6,905,PSOE,29.06,MÁS MADRID,26.41,Cs,20.22,6.19,29.06,26.41,20.22,10.39,5.19,65.86,31.6,Izquierda,18,239,263,1,0,183,0,1,1,0,56,0,47,0,94
2806504039,2806504039,1005,762,5,1,761,Cs,28.91,PSOE,22.6,MÁS MADRID,19.19,12.61,22.6,19.19,28.91,5.52,9.59,47.31,51.11,Derecha,6,146,172,0,0,220,0,0,0,0,96,0,73,1,42
2806601001,2806601001,2018,1401,11,5,1396,PP,27.08,Cs,22.06,PSOE,18.7,27.08,18.7,9.1,22.06,3.37,17.48,31.17,66.62,Derecha,12,127,261,0,0,308,1,1,3,0,378,3,244,0,47
2806601002,2806601002,1289,806,6,2,804,PP,25,Cs,22.64,PSOE,20.9,25,20.9,8.83,22.64,5.72,14.43,35.45,62.07,Derecha,11,71,168,1,1,182,1,0,0,0,201,0,116,0,46
2806601003,2806601003,1973,1332,10,11,1321,Cs,25.36,PP,24.15,PSOE,20.06,24.15,20.06,8.4,25.36,3.94,15.75,32.4,65.26,Derecha,14,111,265,1,0,335,1,0,0,2,319,0,208,3,52
2806601004,2806601004,1022,664,1,2,662,Cs,27.04,PP,22.66,PSOE,20.24,22.66,20.24,8.46,27.04,3.32,16.77,32.02,66.47,Derecha,5,56,134,0,0,179,0,0,2,0,150,2,111,0,22
2806601005,2806601005,1234,841,3,1,840,Cs,26.07,PP,22.62,VOX,19.05,22.62,17.5,9.17,26.07,3.93,19.05,30.6,67.74,Derecha,9,77,147,0,1,219,0,0,0,0,190,0,160,1,33
2806701001,2806701001,1476,1111,7,9,1102,PSOE,38.93,PP,20.05,Cs,15.34,20.05,38.93,6.53,15.34,8.26,9.35,53.72,44.74,Izquierda,6,72,429,2,0,169,0,0,0,1,221,1,103,0,91
2806701002,2806701002,1553,1124,2,10,1114,PSOE,33.21,PP,21.36,VOX,14.81,21.36,33.21,9.34,13.91,5.92,14.81,48.47,50.08,Derecha,10,104,370,0,1,155,1,1,0,1,238,0,165,0,66
2806701003,2806701003,1342,1038,6,11,1027,PSOE,31.06,PP,20.25,Cs,17.82,20.25,31.06,11,17.82,6.13,12.76,48.19,50.83,Derecha,2,113,319,0,0,183,0,0,1,0,208,1,131,0,63
2806801001,2806801001,656,450,4,4,446,PSOE,29.6,PP,27.35,Cs,17.04,27.35,29.6,6.95,17.04,4.26,13.23,40.81,57.62,Derecha,1,31,132,0,0,76,0,0,1,0,122,1,59,0,19
2806801002,2806801002,1987,1334,9,9,1325,PP,27.92,PSOE,25.06,Cs,18.34,27.92,25.06,8.75,18.34,3.85,14.11,37.66,60.37,Derecha,9,116,332,1,0,243,4,0,0,0,370,2,187,1,51
2806801003,2806801003,1416,947,8,3,944,PSOE,29.45,PP,23.31,Cs,16.42,23.31,29.45,9.43,16.42,4.56,14.72,43.44,54.45,Derecha,2,89,278,1,0,155,3,1,2,0,220,3,139,0,43
2806801004,2806801004,1688,1085,3,10,1075,PSOE,23.35,PP,22.88,Cs,19.44,22.88,23.35,11.72,19.44,5.77,14.33,40.84,56.65,Derecha,20,126,251,0,0,209,1,1,1,0,246,1,154,0,62
2806801005,2806801005,1391,974,4,1,973,PSOE,27.75,PP,25.39,Cs,18.71,25.39,27.75,10.89,18.71,5.55,10.59,44.19,54.69,Derecha,4,106,270,0,0,182,2,0,0,0,247,0,103,1,54
2806801006,2806801006,1394,1012,6,5,1007,PSOE,29.79,PP,22.84,Cs,17.28,22.84,29.79,11.42,17.28,5.16,11.02,46.37,51.14,Derecha,12,115,300,0,1,174,1,3,0,1,230,1,111,0,52
2806801007,2806801007,1529,1030,1,5,1025,PP,24.78,Cs,21.17,PSOE,19.71,24.78,19.71,10.73,21.17,4.2,18.34,34.64,64.29,Derecha,3,110,202,4,0,217,0,0,1,0,254,0,188,2,43
2806801008,2806801008,1534,1086,13,12,1074,PP,24.67,PSOE,21.42,Cs,20.02,24.67,21.42,11.82,20.02,7.45,12.2,40.69,56.89,Derecha,10,127,230,0,0,215,1,0,1,0,265,0,131,1,80
2806901001,2806901001,60,55,1,1,54,PP,22.22,Cs,18.52,PSOE,16.67,22.22,16.67,14.81,18.52,16.67,9.26,48.15,50,Derecha,0,8,9,0,0,10,0,0,0,0,12,0,5,0,9
2807001001,2807001001,114,86,2,0,86,Cs,23.26,PSOE,19.77,PP,16.28,16.28,19.77,9.3,23.26,9.3,16.28,38.37,55.82,Derecha,2,8,17,0,0,20,0,0,1,0,14,0,14,0,8
2807101001,2807101001,64,54,0,0,54,Empate PSOE - PP,24.07,Empate PSOE - PP,24.07,VOX,20.37,24.07,24.07,9.26,16.67,3.7,20.37,37.03,61.11,Derecha,0,5,13,0,0,9,0,0,1,0,13,0,11,0,2
2807201001,2807201001,2256,1527,5,5,1522,PSOE,25.62,PP,23.72,Cs,18.07,23.72,25.62,11.37,18.07,6.57,12.16,43.56,53.95,Derecha,17,173,390,0,0,275,3,1,4,2,361,3,185,3,100
2807201002,2807201002,2188,1602,4,5,1597,PP,26.86,PSOE,22.86,Cs,19.6,26.86,22.86,11.58,19.6,6.32,10.9,40.76,57.36,Derecha,18,185,365,0,1,313,0,0,4,1,429,0,174,2,101
2807201003,2807201003,1711,1256,3,3,1253,Cs,24.74,PSOE,22.03,PP,21.15,21.15,22.03,12.93,24.74,4.71,12.45,39.67,58.34,Derecha,17,162,276,0,0,310,0,0,0,2,265,0,156,3,59
2807301001,2807301001,1929,1351,7,8,1343,PSOE,27.62,PP,25.91,Cs,15.86,25.91,27.62,12.58,15.86,6.18,9.98,46.38,51.75,Derecha,10,169,371,0,0,213,0,1,1,1,348,2,134,3,83
2807301002,2807301002,1604,976,1,9,967,PSOE,31.75,PP,20.27,MÁS MADRID,13.55,20.27,31.75,13.55,13.44,7.86,9.82,53.16,43.53,Izquierda,22,131,307,0,1,130,0,1,4,0,196,2,95,1,76
2807301003,2807301003,1133,643,6,0,643,PSOE,33.28,Cs,16.17,PP,15.55,15.55,33.28,13.06,16.17,7.31,11.66,53.65,43.38,Izquierda,5,84,214,1,1,104,0,0,1,0,100,4,75,1,47
2807301004,2807301004,1158,703,5,5,698,PSOE,32.81,PP,20.92,Cs,14.47,20.92,32.81,14.18,14.47,4.73,10.32,51.72,45.71,Izquierda,8,99,229,0,0,101,1,0,2,1,146,0,72,1,33
2807301005,2807301005,1472,939,3,7,932,PSOE,32.4,Cs,19.53,PP,16.09,16.09,32.4,11.7,19.53,6.97,10.52,51.07,46.14,Izquierda,14,109,302,1,0,182,1,0,3,1,150,3,98,0,65
2807301006,2807301006,2002,1217,6,7,1210,PSOE,28.76,PP,25.12,Cs,18.02,25.12,28.76,11.49,18.02,3.64,11.16,43.89,54.3,Derecha,7,139,348,1,0,218,3,1,0,0,304,2,135,2,44
2807301007,2807301007,1893,1298,9,12,1286,PSOE,26.91,PP,24.57,Cs,18.97,24.57,26.91,12.13,18.97,5.05,10.89,44.09,54.43,Derecha,8,156,346,0,1,244,0,0,1,0,316,0,140,0,65
2807301008,2807301008,1535,1076,8,3,1073,PSOE,29.73,Cs,19.76,PP,19.66,19.66,29.73,13.51,19.76,5.59,9.51,48.83,48.93,Derecha,9,145,319,0,0,212,1,1,1,0,211,2,102,2,60
2807401001,2807401001,888,599,1,3,596,PSOE,30.87,PP,22.99,Cs,13.09,22.99,30.87,12.58,13.09,9.73,8.39,53.18,44.47,Izquierda,3,75,184,0,9,78,0,0,0,0,137,1,50,0,58
2807401002,2807401002,563,357,0,2,355,PSOE,42.25,PP,20.28,Cs,10.7,20.28,42.25,7.89,10.7,10.14,6.48,60.28,37.46,Izquierda,0,28,150,0,6,38,0,0,0,1,72,0,23,1,36
2807401003,2807401003,1014,594,6,6,588,PSOE,40.65,PP,18.88,MÁS MADRID,15.14,18.88,40.65,15.14,11.9,4.93,4.25,60.72,35.03,Izquierda,2,89,239,0,14,70,0,1,0,0,111,1,25,1,29
2807401004,2807401004,686,479,3,4,475,PP,38.74,PSOE,25.26,VOX,10.74,38.74,25.26,9.47,10.32,2.74,10.74,37.47,59.8,Derecha,3,45,120,0,6,49,0,0,0,0,184,0,51,1,13
2807401005,2807401005,994,686,2,1,685,PSOE,30.8,PP,24.38,Cs,14.16,24.38,30.8,13.43,14.16,6.57,8.18,50.8,46.72,Izquierda,4,92,211,0,7,97,0,3,0,0,167,1,56,0,45
2807401006,2807401006,1144,789,9,5,784,PSOE,33.42,MÁS MADRID,17.98,PP,17.6,17.6,33.42,17.98,12.5,8.42,5.48,59.82,35.58,Izquierda,11,141,262,1,14,98,0,0,1,0,138,0,43,0,66
