cusec;Codmun;Municipio;Provincia;RMH 2018;RMP 2018
2806101009;28061;Galapagar;Madrid;43568;15205
2806101010;28061;Galapagar;Madrid;53039;17328
2806101011;28061;Galapagar;Madrid;26534;9191
2806101012;28061;Galapagar;Madrid;41927;14567
2806101013;28061;Galapagar;Madrid;43963;14562
2806201001;28062;Garganta de los Montes;Madrid;28809;13699
2806301001;28063;Gargantilla del Lozoya y Pinilla de Buitrago;Madrid;28231;14116
2806401001;28064;Gascones;Madrid;28662;11793
2806501002;28065;Getafe;Madrid;28918;11092
2806501003;28065;Getafe;Madrid;33881;13196
2806501004;28065;Getafe;Madrid;32380;12431
2806501005;28065;Getafe;Madrid;33315;12683
2806501006;28065;Getafe;Madrid;36138;13335
2806501007;28065;Getafe;Madrid;31524;12040
2806501008;28065;Getafe;Madrid;25008;9865
2806501009;28065;Getafe;Madrid;35991;14571
2806501010;28065;Getafe;Madrid;29205;10909
2806501011;28065;Getafe;Madrid;32422;12531
2806501012;28065;Getafe;Madrid;24802;9481
2806501013;28065;Getafe;Madrid;36060;13637
2806501014;28065;Getafe;Madrid;24066;9394
2806501015;28065;Getafe;Madrid;26333;9898
2806501016;28065;Getafe;Madrid;28624;11432
2806501017;28065;Getafe;Madrid;29451;11423
2806501018;28065;Getafe;Madrid;30169;11523
2806501019;28065;Getafe;Madrid;35052;13286
2806502001;28065;Getafe;Madrid;30789;12325
2806502002;28065;Getafe;Madrid;26658;10941
2806502003;28065;Getafe;Madrid;27032;10675
2806502004;28065;Getafe;Madrid;21520;8397
2806502005;28065;Getafe;Madrid;21851;8291
2806502006;28065;Getafe;Madrid;21704;8196
2806502007;28065;Getafe;Madrid;20263;8003
2806502009;28065;Getafe;Madrid;28662;11422
2806502010;28065;Getafe;Madrid;31708;12919
2806502011;28065;Getafe;Madrid;34380;12855
2806502012;28065;Getafe;Madrid;31285;12192
2806502013;28065;Getafe;Madrid;36179;15403
2806502014;28065;Getafe;Madrid;26757;10803
2806502015;28065;Getafe;Madrid;31690;12738
2806502016;28065;Getafe;Madrid;39665;14650
2806502017;28065;Getafe;Madrid;63270;19632
2806502018;28065;Getafe;Madrid;33255;11778
2806502019;28065;Getafe;Madrid;35624;12380
2806502020;28065;Getafe;Madrid;37622;12595
2806502021;28065;Getafe;Madrid;38043;13189
2806502022;28065;Getafe;Madrid;56811;17477
2806503001;28065;Getafe;Madrid;24470;9682
2806503002;28065;Getafe;Madrid;24253;9911
2806503003;28065;Getafe;Madrid;21715;8539
2806503004;28065;Getafe;Madrid;23540;9126
2806503005;28065;Getafe;Madrid;27942;10763
2806503006;28065;Getafe;Madrid;25574;9690
2806503007;28065;Getafe;Madrid;25047;9980
2806503008;28065;Getafe;Madrid;30172;11379
2806503009;28065;Getafe;Madrid;28532;10289
2806503010;28065;Getafe;Madrid;24056;9602
2806503011;28065;Getafe;Madrid;24879;9966
2806503012;28065;Getafe;Madrid;25684;9524
2806503013;28065;Getafe;Madrid;23957;9402
2806503014;28065;Getafe;Madrid;24379;9955
2806503015;28065;Getafe;Madrid;24860;10564
2806503016;28065;Getafe;Madrid;29494;11706
2806503017;28065;Getafe;Madrid;43142;15999
2806503018;28065;Getafe;Madrid;43411;16008
2806503019;28065;Getafe;Madrid;43936;16159
2806503020;28065;Getafe;Madrid;41182;15870
2806503021;28065;Getafe;Madrid;48286;17894
2806503022;28065;Getafe;Madrid;47834;17317
2806503023;28065;Getafe;Madrid;52215;19434
2806503024;28065;Getafe;Madrid;43163;16113
2806503025;28065;Getafe;Madrid;43945;16499
2806503026;28065;Getafe;Madrid;42094;16997
2806503027;28065;Getafe;Madrid;48585;18320
2806503028;28065;Getafe;Madrid;44274;13985
2806503029;28065;Getafe;Madrid;55468;17806
2806503030;28065;Getafe;Madrid;49145;16373
2806503031;28065;Getafe;Madrid;50409;17398
2806503032;28065;Getafe;Madrid;57887;18055
2806503033;28065;Getafe;Madrid;43761;14744
2806503034;28065;Getafe;Madrid;51024;15420
2806503035;28065;Getafe;Madrid;39865;13406
2806503036;28065;Getafe;Madrid;46827;15522
2806503037;28065;Getafe;Madrid;39105;13650
2806503038;28065;Getafe;Madrid;41975;14411
2806503039;28065;Getafe;Madrid;59218;18711
2806503040;28065;Getafe;Madrid;35200;12494
2806503041;28065;Getafe;Madrid;56007;18421
2806503042;28065;Getafe;Madrid;37535;15935
2806503043;28065;Getafe;Madrid;33369;15614
2806503044;28065;Getafe;Madrid;66701;21787
2806503045;28065;Getafe;Madrid;45540;14947
2806503046;28065;Getafe;Madrid;28607;13277
2806503047;28065;Getafe;Madrid;39061;16716
2806504001;28065;Getafe;Madrid;35321;14009
2806504002;28065;Getafe;Madrid;26200;10217
2806504003;28065;Getafe;Madrid;27861;10663
2806504004;28065;Getafe;Madrid;23372;8373
2806504005;28065;Getafe;Madrid;25059;10332
2806504006;28065;Getafe;Madrid;25073;9770
2806504007;28065;Getafe;Madrid;26337;10099
2806504008;28065;Getafe;Madrid;26038;9723
2806504009;28065;Getafe;Madrid;24794;9266
2806504010;28065;Getafe;Madrid;25997;10436
2806504011;28065;Getafe;Madrid;26415;10889
2806504012;28065;Getafe;Madrid;31253;13320
2806504013;28065;Getafe;Madrid;23699;8936
2806504014;28065;Getafe;Madrid;26543;9997
2806504015;28065;Getafe;Madrid;25109;9976
2806504016;28065;Getafe;Madrid;23837;8859
2806504017;28065;Getafe;Madrid;24176;9408
2806504018;28065;Getafe;Madrid;23822;9330
2806504021;28065;Getafe;Madrid;29977;12159
2806504023;28065;Getafe;Madrid;24881;10128
2806504024;28065;Getafe;Madrid;24472;8902
2806504025;28065;Getafe;Madrid;26741;9791
2806504026;28065;Getafe;Madrid;26566;9729
2806504027;28065;Getafe;Madrid;33424;11390
2806504028;28065;Getafe;Madrid;36457;12283
2806504029;28065;Getafe;Madrid;39495;12896
2806504030;28065;Getafe;Madrid;38704;14472
2806504031;28065;Getafe;Madrid;30107;11445
2806504032;28065;Getafe;Madrid;35836;11769
2806504033;28065;Getafe;Madrid;45689;14303
2806504034;28065;Getafe;Madrid;38801;16389
2806504035;28065;Getafe;Madrid;33073;15568
2806504036;28065;Getafe;Madrid;40533;16466
2806504037;28065;Getafe;Madrid;38925;16146
2806504038;28065;Getafe;Madrid;34083;15098
2806504039;28065;Getafe;Madrid;54398;15260
2806601001;28066;Griñón;Madrid;41461;13270
2806601002;28066;Griñón;Madrid;32846;11593
2806601003;28066;Griñón;Madrid;39561;12978
2806601004;28066;Griñón;Madrid;42592;12962
2806601005;28066;Griñón;Madrid;47132;14384
2806701001;28067;Guadalix de la Sierra;Madrid;27049;10190
2806701002;28067;Guadalix de la Sierra;Madrid;37090;13391
2806701003;28067;Guadalix de la Sierra;Madrid;35495;12197
2806801001;28068;Guadarrama;Madrid;28450;10926
2806801002;28068;Guadarrama;Madrid;35890;12848
2806801003;28068;Guadarrama;Madrid;31263;11158
2806801004;28068;Guadarrama;Madrid;34088;13231
2806801005;28068;Guadarrama;Madrid;36956;13181
2806801006;28068;Guadarrama;Madrid;34312;12309
2806801007;28068;Guadarrama;Madrid;45378;15914
2806801008;28068;Guadarrama;Madrid;40068;13978
2806901001;28069;Hiruela, La;Madrid;;.
2807001001;28070;Horcajo de la Sierra-Aoslos;Madrid;25031;14356
2807101001;28071;Horcajuelo de la Sierra;Madrid;;.
2807201001;28072;Hoyo de Manzanares;Madrid;39832;13710
2807201002;28072;Hoyo de Manzanares;Madrid;39598;14240
2807201003;28072;Hoyo de Manzanares;Madrid;60342;20604
2807301001;28073;Humanes de Madrid;Madrid;32224;11251
2807301002;28073;Humanes de Madrid;Madrid;23380;7516
2807301003;28073;Humanes de Madrid;Madrid;25358;7967
2807301004;28073;Humanes de Madrid;Madrid;28587;9314
2807301005;28073;Humanes de Madrid;Madrid;29371;9338
2807301006;28073;Humanes de Madrid;Madrid;29598;10140
2807301007;28073;Humanes de Madrid;Madrid;32115;10338
2807301008;28073;Humanes de Madrid;Madrid;34727;10846
2807401001;28074;Leganés;Madrid;31670;12373
2807401002;28074;Leganés;Madrid;28618;11068
2807401003;28074;Leganés;Madrid;23662;9382
2807401004;28074;Leganés;Madrid;39497;15007
2807401005;28074;Leganés;Madrid;33336;12686
2807401006;28074;Leganés;Madrid;28633;11360
2807401007;28074;Leganés;Madrid;25443;9812
2807401008;28074;Leganés;Madrid;25205;10329
2807401009;28074;Leganés;Madrid;26299;10471
2807401010;28074;Leganés;Madrid;33403;12306
2807401011;28074;Leganés;Madrid;28863;11224
2807401012;28074;Leganés;Madrid;29661;11842
2807401013;28074;Leganés;Madrid;30053;12116
2807401014;28074;Leganés;Madrid;26487;10069
2807401015;28074;Leganés;Madrid;28925;10506
2807401016;28074;Leganés;Madrid;25988;10568
2807401017;28074;Leganés;Madrid;26588;10157
2807401018;28074;Leganés;Madrid;28651;11613
2807401019;28074;Leganés;Madrid;23938;10167
2807401020;28074;Leganés;Madrid;39703;14885
2807401021;28074;Leganés;Madrid;24111;9038
2807401022;28074;Leganés;Madrid;22173;8752
2807401023;28074;Leganés;Madrid;23194;9110
2807401024;28074;Leganés;Madrid;34890;12761
2807401025;28074;Leganés;Madrid;34863;12751
2807401026;28074;Leganés;Madrid;43081;14017
2807402001;28074;Leganés;Madrid;24603;9197
2807402002;28074;Leganés;Madrid;24455;9533
2807402003;28074;Leganés;Madrid;25032;9822
2807402004;28074;Leganés;Madrid;24768;9666
2807402005;28074;Leganés;Madrid;27560;9829
2807402006;28074;Leganés;Madrid;25565;9665
2807402008;28074;Leganés;Madrid;24920;9410
2807402009;28074;Leganés;Madrid;22131;8916
2807402010;28074;Leganés;Madrid;26952;9169
2807402011;28074;Leganés;Madrid;30782;11550
2807402012;28074;Leganés;Madrid;25666;9901
2807402013;28074;Leganés;Madrid;23302;9315
2807402014;28074;Leganés;Madrid;35739;13109
2807402015;28074;Leganés;Madrid;21910;9359
2807402016;28074;Leganés;Madrid;23210;9750
2807402017;28074;Leganés;Madrid;24549;9824
2807402019;28074;Leganés;Madrid;28535;10923
2807402020;28074;Leganés;Madrid;34055;13532
2807402021;28074;Leganés;Madrid;29756;11960
2807402022;28074;Leganés;Madrid;42456;15081
2807403001;28074;Leganés;Madrid;27164;10801
