Cusec;CodMun;Municipio;Provincia;RM por persona 2017_custom;% ingresos salario
0801904023;08019;Barcelona;Barcelona;30210;50,85128353
0801904024;08019;Barcelona;Barcelona;30210;53,96266896
0801904050;08019;Barcelona;Barcelona;30210;48,88647206
0801904052;08019;Barcelona;Barcelona;30210;50,2426135
0801904055;08019;Barcelona;Barcelona;30210;55,8821569
0801904056;08019;Barcelona;Barcelona;30210;56,18800822
0801905004;08019;Barcelona;Barcelona;30210;55,72873529
0801905006;08019;Barcelona;Barcelona;30210;57,06765894
0801905017;08019;Barcelona;Barcelona;30210;52,38841978
0801905022;08019;Barcelona;Barcelona;30210;52,94361122
0801905024;08019;Barcelona;Barcelona;30210;55,83005927
0801905025;08019;Barcelona;Barcelona;30210;56,80858272
0801905026;08019;Barcelona;Barcelona;30210;57,10782644
0801905027;08019;Barcelona;Barcelona;30210;55,32990084
0801905028;08019;Barcelona;Barcelona;30210;53,28733963
0801905029;08019;Barcelona;Barcelona;30210;57,83531468
0801905030;08019;Barcelona;Barcelona;30210;56,47566014
0801905031;08019;Barcelona;Barcelona;30210;55,15789474
0801905032;08019;Barcelona;Barcelona;30210;57,29907053
0801905035;08019;Barcelona;Barcelona;30210;45,2497646
0801905036;08019;Barcelona;Barcelona;30210;53,75403916
0801905046;08019;Barcelona;Barcelona;30210;49,03196865
0801905049;08019;Barcelona;Barcelona;30210;54,33502293
0801905052;08019;Barcelona;Barcelona;30210;56,87023764
0801905053;08019;Barcelona;Barcelona;30210;56,22443277
0801905054;08019;Barcelona;Barcelona;30210;56,98232895
0801905055;08019;Barcelona;Barcelona;30210;55,60173313
0801905058;08019;Barcelona;Barcelona;30210;48,80091942
0801905060;08019;Barcelona;Barcelona;30210;55,14101194
0805604003;08056;Castelldefels;Barcelona;30210;59,05472987
0807705001;08077;Esplugues de Llobregat;Barcelona;30210;57,89522143
0808901008;08089;Gavà;Barcelona;30210;68,18292716
1204002008;12040;Castelló de la Plana;Castellón/Castelló;30210;76,52660724
1503003001;15030;Coruña, A;Coruña, A;30210;55,17604475
1721601001;17216;Viladasens;Girona;30210;38,93368969
2006906007;20069;Donostia/San Sebastián;Gipuzkoa;30210;
2800601033;28006;Alcobendas;Madrid;30210;59,6047206
2800601034;28006;Alcobendas;Madrid;30210;57,2755841
2800601035;28006;Alcobendas;Madrid;30210;53,04091101
2800601036;28006;Alcobendas;Madrid;30210;56,5289702
2800601040;28006;Alcobendas;Madrid;30210;56,15413811
2800601041;28006;Alcobendas;Madrid;30210;63,14679521
2800601048;28006;Alcobendas;Madrid;30210;55,66941856
2800601059;28006;Alcobendas;Madrid;30210;67,02910138
2802201002;28022;Boadilla del Monte;Madrid;30210;44,22042295
2802201004;28022;Boadilla del Monte;Madrid;30210;60,60722892
2807901073;28079;Madrid;Madrid;30210;61,9873817
2807903069;28079;Madrid;Madrid;30210;56,80345085
2807903070;28079;Madrid;Madrid;30210;57,6867503
2807903071;28079;Madrid;Madrid;30210;49,29322704
2807903081;28079;Madrid;Madrid;30210;50,82580929
2807903082;28079;Madrid;Madrid;30210;50,30115616
2807904001;28079;Madrid;Madrid;30210;53,97193254
2807904002;28079;Madrid;Madrid;30210;53,91786123
2807904003;28079;Madrid;Madrid;30210;56,47312407
2807904004;28079;Madrid;Madrid;30210;55,72738955
2807904005;28079;Madrid;Madrid;30210;56,83810901
2807904006;28079;Madrid;Madrid;30210;52,69972971
2807904007;28079;Madrid;Madrid;30210;50,74665628
2807904009;28079;Madrid;Madrid;30210;48,00246835
2807904010;28079;Madrid;Madrid;30210;50,43847242
2807904011;28079;Madrid;Madrid;30210;58,9191595
2807904012;28079;Madrid;Madrid;30210;52,68964829
2807904013;28079;Madrid;Madrid;30210;49,95952474
2807904113;28079;Madrid;Madrid;30210;50,84176688
2807904114;28079;Madrid;Madrid;30210;55,03960786
2807904115;28079;Madrid;Madrid;30210;55,14942882
2807904116;28079;Madrid;Madrid;30210;55,43507009
2807904117;28079;Madrid;Madrid;30210;54,81649377
2807904118;28079;Madrid;Madrid;30210;50,96273074
2807904119;28079;Madrid;Madrid;30210;54,38740648
2807904120;28079;Madrid;Madrid;30210;53,88174807
2807904130;28079;Madrid;Madrid;30210;56,1115449
2807905001;28079;Madrid;Madrid;30210;55,70147271
2807905002;28079;Madrid;Madrid;30210;56,23071764
2807905003;28079;Madrid;Madrid;30210;56,50484128
2807905004;28079;Madrid;Madrid;30210;56,07151615
2807905005;28079;Madrid;Madrid;30210;55,05044978
2807905006;28079;Madrid;Madrid;30210;55,77682175
2807905008;28079;Madrid;Madrid;30210;57,12468771
2807905009;28079;Madrid;Madrid;30210;55,66775837
2807905062;28079;Madrid;Madrid;30210;56,78421457
2807905064;28079;Madrid;Madrid;30210;52,80920468
2807905066;28079;Madrid;Madrid;30210;54,37094682
2807905068;28079;Madrid;Madrid;30210;53,00306883
2807905069;28079;Madrid;Madrid;30210;58,03414859
2807905070;28079;Madrid;Madrid;30210;59,23168411
2807905073;28079;Madrid;Madrid;30210;53,64073427
2807905074;28079;Madrid;Madrid;30210;55,94181624
2807905075;28079;Madrid;Madrid;30210;56,92944931
2807905076;28079;Madrid;Madrid;30210;56,95910141
2807905077;28079;Madrid;Madrid;30210;54,9974854
2807905078;28079;Madrid;Madrid;30210;56,05527078
2807905082;28079;Madrid;Madrid;30210;54,73180285
2807905085;28079;Madrid;Madrid;30210;59,00624032
2807905102;28079;Madrid;Madrid;30210;46,55656405
2807906062;28079;Madrid;Madrid;30210;50,79149267
2807906064;28079;Madrid;Madrid;30210;53,28249126
2807906065;28079;Madrid;Madrid;30210;50,11278369
2807907076;28079;Madrid;Madrid;30210;54,69449275
2807907078;28079;Madrid;Madrid;30210;51,23312242
2807907080;28079;Madrid;Madrid;30210;51,43297746
2807907081;28079;Madrid;Madrid;30210;56,73682073
2807907083;28079;Madrid;Madrid;30210;54,00206115
2807907084;28079;Madrid;Madrid;30210;54,64381151
2807907087;28079;Madrid;Madrid;30210;51,44640105
2807907092;28079;Madrid;Madrid;30210;52,97165242
2807907093;28079;Madrid;Madrid;30210;45,68138196
2807907095;28079;Madrid;Madrid;30210;54,04325974
2807907128;28079;Madrid;Madrid;30210;43,00075135
2807907130;28079;Madrid;Madrid;30210;45,83642387
2807907131;28079;Madrid;Madrid;30210;47,94016735
2807907132;28079;Madrid;Madrid;30210;45,6189118
2807908005;28079;Madrid;Madrid;30210;53,18896972
2807908132;28079;Madrid;Madrid;30210;61,16582768
2807908134;28079;Madrid;Madrid;30210;53,56161758
2807908137;28079;Madrid;Madrid;30210;53,01854975
2807908138;28079;Madrid;Madrid;30210;57,76093696
2807908152;28079;Madrid;Madrid;30210;60,04010312
2807908175;28079;Madrid;Madrid;30210;63,29935825
2807909018;28079;Madrid;Madrid;30210;51,76232688
2807909020;28079;Madrid;Madrid;30210;50,2048038
2807909025;28079;Madrid;Madrid;30210;45,06104971
2807909030;28079;Madrid;Madrid;30210;54,86551927
2807909041;28079;Madrid;Madrid;30210;54,55692586
2807909043;28079;Madrid;Madrid;30210;55,80528499
2807909071;28079;Madrid;Madrid;30210;59,5962468
2807909072;28079;Madrid;Madrid;30210;56,48580668
2807909073;28079;Madrid;Madrid;30210;59,7207712
2807909078;28079;Madrid;Madrid;30210;58,24784049
2807909086;28079;Madrid;Madrid;30210;59,74772549
2807909087;28079;Madrid;Madrid;30210;57,47189471
2807909089;28079;Madrid;Madrid;30210;61,61685448
2807916002;28079;Madrid;Madrid;30210;69,26254337
2807916003;28079;Madrid;Madrid;30210;66,41493491
2807916004;28079;Madrid;Madrid;30210;56,31254898
2807916091;28079;Madrid;Madrid;30210;61,03521075
2807916102;28079;Madrid;Madrid;30210;57,07154365
2807916103;28079;Madrid;Madrid;30210;56,99653289
2807916113;28079;Madrid;Madrid;30210;57,59296574
2807916128;28079;Madrid;Madrid;30210;69,6538355
2808002008;28080;Majadahonda;Madrid;30210;55,61531651
2811501006;28115;Pozuelo de Alarcón;Madrid;30210;56,75090253
2811501010;28115;Pozuelo de Alarcón;Madrid;30210;55,09585377
2811501020;28115;Pozuelo de Alarcón;Madrid;30210;56,75602491
2811501024;28115;Pozuelo de Alarcón;Madrid;30210;52,12514891
2811501031;28115;Pozuelo de Alarcón;Madrid;30210;58,73616365
2811502010;28115;Pozuelo de Alarcón;Madrid;30210;57,32649573
2811502011;28115;Pozuelo de Alarcón;Madrid;30210;56,98824318
4625002035;46250;València;Valencia/València;30210;44,78387593
4625002040;46250;València;Valencia/València;30210;55,43384832
4802006001;48020;Bilbao;Bizkaia;30210;
4802006016;48020;Bilbao;Bizkaia;30210;
4802006017;48020;Bilbao;Bizkaia;30210;
4802006018;48020;Bilbao;Bizkaia;30210;
4802006019;48020;Bilbao;Bizkaia;30210;
4804402010;48044;Getxo;Bizkaia;30210;
4804402021;48044;Getxo;Bizkaia;30210;
4804402023;48044;Getxo;Bizkaia;30210;
4804402031;48044;Getxo;Bizkaia;30210;
4804403001;48044;Getxo;Bizkaia;30210;
4804403003;48044;Getxo;Bizkaia;30210;
4804403025;48044;Getxo;Bizkaia;30210;
2807904042;28079;Madrid;Madrid;30167;47,55871136
2807915150;28079;Madrid;Madrid;30077;60,06838265
0801905057;08019;Barcelona;Barcelona;30045;45,06578947
0820502006;08205;Sant Cugat del Vallès;Barcelona;29980;52,15492472
4625002033;46250;València;Valencia/València;29967;41,66208035
4625002036;46250;València;Valencia/València;29904;46,67821769
2807916123;28079;Madrid;Madrid;29898;60,66716515
0820502001;08205;Sant Cugat del Vallès;Barcelona;29849;55,46930134
4802006011;48020;Bilbao;Bizkaia;29836;
2811501002;28115;Pozuelo de Alarcón;Madrid;29807;60,05443866
2800601067;28006;Alcobendas;Madrid;29767;75,99480315
2807905007;28079;Madrid;Madrid;29546;48,54449546
2807906028;28079;Madrid;Madrid;29545;47,47183917
0801905051;08019;Barcelona;Barcelona;29516;51,77923899
2807909091;28079;Madrid;Madrid;29444;70,65367005
2807905053;28079;Madrid;Madrid;29351;59,90943581
2807906071;28079;Madrid;Madrid;29303;46,13510464
2807909024;28079;Madrid;Madrid;29260;46,49589561
2807905010;28079;Madrid;Madrid;29240;57,93592873
4802006002;48020;Bilbao;Bizkaia;29138;
2807908006;28079;Madrid;Madrid;29122;48,73234427
2807905067;28079;Madrid;Madrid;29119;54,48348577
2807908150;28079;Madrid;Madrid;29097;55,10764195
2808002018;28080;Majadahonda;Madrid;29063;58,28981405
2807904129;28079;Madrid;Madrid;28969;52,39404472
4625006006;46250;València;Valencia/València;28921;43,25631241
2807908103;28079;Madrid;Madrid;28868;55,69749483
0801905059;08019;Barcelona;Barcelona;28863;51,82932958
2817601002;28176;Villanueva de la Cañada;Madrid;28855;55,71137863
2807901087;28079;Madrid;Madrid;28839;55,68216502
5029702026;50297;Zaragoza;Zaragoza;28812;39,26845912
0801905056;08019;Barcelona;Barcelona;28777;48,61611303
4804403013;48044;Getxo;Bizkaia;28774;
2807907042;28079;Madrid;Madrid;28749;53,37343096
2807906063;28079;Madrid;Madrid;28725;51,72158176
2808002025;28080;Majadahonda;Madrid;28675;70,68146691
2807907115;28079;Madrid;Madrid;28544;54,91003355
2807908158;28079;Madrid;Madrid;28520;53,83471907
1503003007;15030;Coruña, A;Coruña, A;28512;49,89932135
2811501012;28115;Pozuelo de Alarcón;Madrid;28447;63,31210512
2006906001;20069;Donostia/San Sebastián;Gipuzkoa;28306;
4802006008;48020;Bilbao;Bizkaia;28207;
2807901084;28079;Madrid;Madrid;28149;51,43848564
0822101001;08221;Sant Just Desvern;Barcelona;28128;55,89458107
1505801005;15058;Oleiros;Coruña, A;28122;54,26781519
2807905072;28079;Madrid;Madrid;28114;59,09851496
0820505001;08205;Sant Cugat del Vallès;Barcelona;28074;63,84566569
2807905054;28079;Madrid;Madrid;28070;59,38526817
2807904126;28079;Madrid;Madrid;28064;51,78890877
2807904121;28079;Madrid;Madrid;27966;51,2190717
2807904097;28079;Madrid;Madrid;27946;46,68809948
1505802011;15058;Oleiros;Coruña, A;27923;68,44267871
2807907049;28079;Madrid;Madrid;27909;51,18004046
2807915167;28079;Madrid;Madrid;27906;56,27993894
2807905052;28079;Madrid;Madrid;27877;45,5067284
2807908100;28079;Madrid;Madrid;27846;63,02664602
4625001009;46250;València;Valencia/València;27729;36,18820341
0801905066;08019;Barcelona;Barcelona;27726;50,16076363
2807909075;28079;Madrid;Madrid;27687;52,96946506
2812701030;28127;Rozas de Madrid, Las;Madrid;27650;54,62768921
2006902002;20069;Donostia/San Sebastián;Gipuzkoa;27615;
2006906020;20069;Donostia/San Sebastián;Gipuzkoa;27605;
0801902083;08019;Barcelona;Barcelona;27554;51,88984475
2807907086;28079;Madrid;Madrid;27554;54,4049054
2807916001;28079;Madrid;Madrid;27522;65,98360656
2807905061;28079;Madrid;Madrid;27496;57,28488357
2807907121;28079;Madrid;Madrid;27489;48,56012787
2006906002;20069;Donostia/San Sebastián;Gipuzkoa;27473;
2807921029;28079;Madrid;Madrid;27451;75,86414912
2807903085;28079;Madrid;Madrid;27409;46,33982872
2807903001;28079;Madrid;Madrid;27365;65,77642644
0801905019;08019;Barcelona;Barcelona;27330;51,61356105
2807907094;28079;Madrid;Madrid;27285;54,25075648
2807908013;28079;Madrid;Madrid;27275;54,57952493
2807915160;28079;Madrid;Madrid;27269;60,64086737
2807908007;28079;Madrid;Madrid;27255;50,21589637
2807905100;28079;Madrid;Madrid;27229;64,27089981
2807915155;28079;Madrid;Madrid;27217;62,83747589
2807905097;28079;Madrid;Madrid;27216;60,4561161
2807908143;28079;Madrid;Madrid;27212;58,5333554
2807908035;28079;Madrid;Madrid;27207;58,4019605
2807916036;28079;Madrid;Madrid;27167;68,13859616
4802006012;48020;Bilbao;Bizkaia;27108;
2807907133;28079;Madrid;Madrid;27084;44,36321018
2807904015;28079;Madrid;Madrid;27067;50,82799852
0801905047;08019;Barcelona;Barcelona;27048;50,07249879
2807907129;28079;Madrid;Madrid;27039;41,98158475
4804401001;48044;Getxo;Bizkaia;27035;
0801905048;08019;Barcelona;Barcelona;27018;54,24960728
4802006007;48020;Bilbao;Bizkaia;27016;
2807907079;28079;Madrid;Madrid;26988;52,86499429
2807905095;28079;Madrid;Madrid;26975;60,2382746
0823801012;08238;Sant Quirze del Vallès;Barcelona;26974;76,81641878
2808002022;28080;Majadahonda;Madrid;26945;66,47285797
2811501023;28115;Pozuelo de Alarcón;Madrid;26890;59,25448815
2807904123;28079;Madrid;Madrid;26854;53,75824299
2807916080;28079;Madrid;Madrid;26848;49,72947078
0801905092;08019;Barcelona;Barcelona;26847;52,68627705
2800601039;28006;Alcobendas;Madrid;26814;66,67373555
2807909021;28079;Madrid;Madrid;26788;43,76046545
2006906027;20069;Donostia/San Sebastián;Gipuzkoa;26768;
0826601020;08266;Cerdanyola del Vallès;Barcelona;26758;55,88243047
2807905037;28079;Madrid;Madrid;26736;57,48033906
4804403002;48044;Getxo;Bizkaia;26735;
0820502011;08205;Sant Cugat del Vallès;Barcelona;26691;64,9419055
2811502009;28115;Pozuelo de Alarcón;Madrid;26673;54,45276624
2807906046;28079;Madrid;Madrid;26660;57,31139311
2808002002;28080;Majadahonda;Madrid;26598;58,19450258
2807904017;28079;Madrid;Madrid;26591;57,24287097
2807908181;28079;Madrid;Madrid;26584;68,53932584
2807905013;28079;Madrid;Madrid;26578;61,8062009
2807904098;28079;Madrid;Madrid;26518;55,46776498
2807906029;28079;Madrid;Madrid;26511;61,38359024
2807907085;28079;Madrid;Madrid;26504;45,02399632
2807904080;28079;Madrid;Madrid;26500;52,56039469
2807907044;28079;Madrid;Madrid;26500;48,09083825
2807906040;28079;Madrid;Madrid;26474;55,23372689
0801905039;08019;Barcelona;Barcelona;26470;51,62249865
2807916005;28079;Madrid;Madrid;26470;58,49852957
2811501022;28115;Pozuelo de Alarcón;Madrid;26446;54,49624145
3501602037;35016;Palmas de Gran Canaria, Las;Palmas, Las;26426;45,74441235
2807916121;28079;Madrid;Madrid;26365;73,02075773
2813401033;28134;San Sebastián de los Reyes;Madrid;26365;56,53769972
0801905008;08019;Barcelona;Barcelona;26342;55,80548525
0801905063;08019;Barcelona;Barcelona;26341;48,00801012
2807909019;28079;Madrid;Madrid;26341;44,84976032
2807908182;28079;Madrid;Madrid;26340;53,26404033
2807915147;28079;Madrid;Madrid;26330;57,13764352
2802201003;28022;Boadilla del Monte;Madrid;26322;58,19201237
2800901001;28009;Algete;Madrid;26283;61,06389334
2811502012;28115;Pozuelo de Alarcón;Madrid;26259;58,5162924
0807704001;08077;Esplugues de Llobregat;Barcelona;26220;52,17723037
2807907107;28079;Madrid;Madrid;26207;58,41780901
2807915170;28079;Madrid;Madrid;26199;70,38674652
2807915161;28079;Madrid;Madrid;26174;64,23184242
2807903093;28079;Madrid;Madrid;26172;49,33236623
2812701037;28127;Rozas de Madrid, Las;Madrid;26144;70,50908275
2807904020;28079;Madrid;Madrid;26134;55,32550444
2807905038;28079;Madrid;Madrid;26120;57,68494101
2807907082;28079;Madrid;Madrid;26083;54,07009995
2807903067;28079;Madrid;Madrid;26079;57,62061553
4802006005;48020;Bilbao;Bizkaia;26051;
2807904107;28079;Madrid;Madrid;26021;61,44547028
2807907075;28079;Madrid;Madrid;26021;55,4362919
0704002067;07040;Palma ;Balears, Illes;26019;53,34725703
2006906011;20069;Donostia/San Sebastián;Gipuzkoa;26014;
2807903077;28079;Madrid;Madrid;26007;49,1476941
4625001030;46250;València;Valencia/València;26005;39,33189655
2807915159;28079;Madrid;Madrid;25974;58,268309
2807907114;28079;Madrid;Madrid;25962;57,40830876
4802006027;48020;Bilbao;Bizkaia;25962;
2807904029;28079;Madrid;Madrid;25953;55,96770052
0801902063;08019;Barcelona;Barcelona;25925;48,91569606
2813401032;28134;San Sebastián de los Reyes;Madrid;25906;58,16015593
0801905007;08019;Barcelona;Barcelona;25829;53,28343672
2807915174;28079;Madrid;Madrid;25812;61,38888096
2006906024;20069;Donostia/San Sebastián;Gipuzkoa;25797;
0801904049;08019;Barcelona;Barcelona;25776;50,50932846
0801905020;08019;Barcelona;Barcelona;25730;57,48721695
2807907043;28079;Madrid;Madrid;25729;47,98120949
2006902004;20069;Donostia/San Sebastián;Gipuzkoa;25718;
2807908147;28079;Madrid;Madrid;25698;55,71653995
2807903092;28079;Madrid;Madrid;25695;57,93396594
2807904081;28079;Madrid;Madrid;25682;53,69809252
0801904019;08019;Barcelona;Barcelona;25639;44,78358338
4802006010;48020;Bilbao;Bizkaia;25638;
2807907125;28079;Madrid;Madrid;25589;47,10315862
2006902001;20069;Donostia/San Sebastián;Gipuzkoa;25587;
4718601007;47186;Valladolid;Valladolid;25583;35,09984171
5029704011;50297;Zaragoza;Zaragoza;25578;
2807907021;28079;Madrid;Madrid;25566;47,5956268
2807903091;28079;Madrid;Madrid;25552;51,97881741
4621601003;46216;Rocafort;Valencia/València;25528;59,37747768
2802201007;28022;Boadilla del Monte;Madrid;25526;73,59119902
4804401003;48044;Getxo;Bizkaia;25511;
2807904016;28079;Madrid;Madrid;25486;57,44438106
2807905063;28079;Madrid;Madrid;25484;55,84667637
0801905094;08019;Barcelona;Barcelona;25481;49,69422875
2807903090;28079;Madrid;Madrid;25453;54,65323443
2807908159;28079;Madrid;Madrid;25441;63,70347324
2807915162;28079;Madrid;Madrid;25432;63,16594372
2807909045;28079;Madrid;Madrid;25414;57,74668458
0801905074;08019;Barcelona;Barcelona;25406;50,35211268
2807920099;28079;Madrid;Madrid;25392;66,5735869
0801902130;08019;Barcelona;Barcelona;25373;56,65140343
2807904031;28079;Madrid;Madrid;25369;50,21252895
0801905062;08019;Barcelona;Barcelona;25357;47,38363121
4625006018;46250;València;Valencia/València;25349;38,49577465
2802201009;28022;Boadilla del Monte;Madrid;25347;59,37233256
2811501030;28115;Pozuelo de Alarcón;Madrid;25332;69,7254607
0801902080;08019;Barcelona;Barcelona;25328;46,10800429
2890301013;28903;Tres Cantos;Madrid;25315;69,88219604
0801905005;08019;Barcelona;Barcelona;25314;52,43464484
0801905033;08019;Barcelona;Barcelona;25303;49,3414334
2807903078;28079;Madrid;Madrid;25292;55,83782015
2006903001;20069;Donostia/San Sebastián;Gipuzkoa;25283;
2807904008;28079;Madrid;Madrid;25282;53,90284469
2807903038;28079;Madrid;Madrid;25270;57,09739814
5029702005;50297;Zaragoza;Zaragoza;25256;43,1372549
3907504013;39075;Santander;Cantabria;25242;36,26578645
0807707001;08077;Esplugues de Llobregat;Barcelona;25239;56,22754327
4802006009;48020;Bilbao;Bizkaia;25212;
2807908146;28079;Madrid;Madrid;25198;56,29728238
2807905084;28079;Madrid;Madrid;25189;54,06116895
0801905067;08019;Barcelona;Barcelona;25178;45,90038314
2807906038;28079;Madrid;Madrid;25137;58,83515496
2807907096;28079;Madrid;Madrid;25131;57,20297458
4804402015;48044;Getxo;Bizkaia;25128;
0820502010;08205;Sant Cugat del Vallès;Barcelona;25103;72,6642399
2006906009;20069;Donostia/San Sebastián;Gipuzkoa;25098;
2807905089;28079;Madrid;Madrid;25095;50,97979086
2006902008;20069;Donostia/San Sebastián;Gipuzkoa;25091;
0801902078;08019;Barcelona;Barcelona;25042;56,88660414
0820501009;08205;Sant Cugat del Vallès;Barcelona;25038;57,41198271
3304411010;33044;Oviedo;Asturias;25032;39,66615996
2807904112;28079;Madrid;Madrid;25031;48,00096484
5029704042;50297;Zaragoza;Zaragoza;25031;
2807904078;28079;Madrid;Madrid;25024;49,2277154
2807901107;28079;Madrid;Madrid;24998;51,00909226
4625002037;46250;València;Valencia/València;24954;36,88119601
2006902007;20069;Donostia/San Sebastián;Gipuzkoa;24940;
2807902096;28079;Madrid;Madrid;24923;75,7298768
2811502006;28115;Pozuelo de Alarcón;Madrid;24889;60,99752998
2807903084;28079;Madrid;Madrid;24884;59,37844796
2807905081;28079;Madrid;Madrid;24879;66,30179599
2807904040;28079;Madrid;Madrid;24848;52,29705552
4625002039;46250;València;Valencia/València;24848;39,48315725
2807908135;28079;Madrid;Madrid;24837;71,37261884
4100404031;41004;Alcalá de Guadaíra;Sevilla;24824;77,49807426
2807908154;28079;Madrid;Madrid;24806;74,03745318
0820502008;08205;Sant Cugat del Vallès;Barcelona;24786;68,06947805
2807904077;28079;Madrid;Madrid;24732;50,91727132
2807904014;28079;Madrid;Madrid;24692;50,45523747
2807904111;28079;Madrid;Madrid;24687;54,61913486
0801905045;08019;Barcelona;Barcelona;24665;51,73904095
2807907051;28079;Madrid;Madrid;24658;74,25710403
2811502001;28115;Pozuelo de Alarcón;Madrid;24642;67,63024907
2811501027;28115;Pozuelo de Alarcón;Madrid;24635;62,45378858
2807901071;28079;Madrid;Madrid;24634;50,81644144
2807906059;28079;Madrid;Madrid;24628;57,96039249
2807904019;28079;Madrid;Madrid;24617;51,47569178
5100101001;51001;Ceuta;Ceuta;24585;53,86691262
2890301021;28903;Tres Cantos;Madrid;24554;73,9498861
2807909014;28079;Madrid;Madrid;24542;53,64879584
2807901004;28079;Madrid;Madrid;24522;50,43933054
2810401004;28104;Paracuellos de Jarama;Madrid;24517;52,40577889
2811501018;28115;Pozuelo de Alarcón;Madrid;24512;69,80749159
2812701009;28127;Rozas de Madrid, Las;Madrid;24512;61,28974687
2807921001;28079;Madrid;Madrid;24509;67,37461003
4806902003;48069;Mungia;Bizkaia;24483;
2807904018;28079;Madrid;Madrid;24480;51,47155207
0801905014;08019;Barcelona;Barcelona;24407;53,56520197
0801910053;08019;Barcelona;Barcelona;24406;63,44589816
3907502016;39075;Santander;Cantabria;24405;33,54732711
2808002014;28080;Majadahonda;Madrid;24389;58,89951712
2808001016;28080;Majadahonda;Madrid;24386;74,63058572
2812701031;28127;Rozas de Madrid, Las;Madrid;24379;67,53736932
0820505004;08205;Sant Cugat del Vallès;Barcelona;24362;74,77924781
4718601003;47186;Valladolid;Valladolid;24362;39,93883603
4718601005;47186;Valladolid;Valladolid;24362;
4804402009;48044;Getxo;Bizkaia;24362;
5029704052;50297;Zaragoza;Zaragoza;24344;
0820503002;08205;Sant Cugat del Vallès;Barcelona;24324;56,90670554
0801904021;08019;Barcelona;Barcelona;24319;50,15719975
2800601068;28006;Alcobendas;Madrid;24313;72,95774648
0801904029;08019;Barcelona;Barcelona;24289;52,80913007
2800601037;28006;Alcobendas;Madrid;24277;77,7111784
2807903080;28079;Madrid;Madrid;24272;54,94897658
2807903037;28079;Madrid;Madrid;24268;61,18123287
3304411002;33044;Oviedo;Asturias;24260;37,71433648
2807907123;28079;Madrid;Madrid;24247;56,22629583
2807921005;28079;Madrid;Madrid;24236;69,95286237
2807909010;28079;Madrid;Madrid;24228;65,00063187
2605301001;26053;Corera;Rioja, La;24227;29,42829268
2807907048;28079;Madrid;Madrid;24224;56,75349811
3501602052;35016;Palmas de Gran Canaria, Las;Palmas, Las;24214;38,94619192
2807903076;28079;Madrid;Madrid;24210;50,42786268
2807904023;28079;Madrid;Madrid;24191;46,56309139
2807906048;28079;Madrid;Madrid;24163;55,99311733
2808002024;28080;Majadahonda;Madrid;24155;77,1569024
2807921027;28079;Madrid;Madrid;24121;80,29113197
2807908102;28079;Madrid;Madrid;24118;64,47455283
0801910055;08019;Barcelona;Barcelona;24117;60,81017289
4516805020;45168;Toledo;Toledo;24110;49,65519443
2807903039;28079;Madrid;Madrid;24100;60,88087009
0801902072;08019;Barcelona;Barcelona;24078;58,62610463
2807902108;28079;Madrid;Madrid;24073;69,6998601
2807904124;28079;Madrid;Madrid;24069;60,5398819
2807905039;28079;Madrid;Madrid;24066;62,0059589
0823801002;08238;Sant Quirze del Vallès;Barcelona;24064;53,32088135
2807903045;28079;Madrid;Madrid;24060;53,01204819
0820502012;08205;Sant Cugat del Vallès;Barcelona;24049;64,11014819
2807902094;28079;Madrid;Madrid;24044;61,97805744
2807909035;28079;Madrid;Madrid;24035;56,02218959
4625006001;46250;València;Valencia/València;23998;47,1582043
2807915142;28079;Madrid;Madrid;23993;54,48952789
2807915165;28079;Madrid;Madrid;23992;58,93948846
1503003009;15030;Coruña, A;Coruña, A;23985;37,60216209
2808002005;28080;Majadahonda;Madrid;23969;69,94507171
3304411007;33044;Oviedo;Asturias;23969;43,80529474
2807909083;28079;Madrid;Madrid;23963;77,9979533
2807905104;28079;Madrid;Madrid;23946;67,81343445
2807909037;28079;Madrid;Madrid;23945;59,50019322
3907504011;39075;Santander;Cantabria;23942;46,27387121
0801905075;08019;Barcelona;Barcelona;23933;50,17872698
2807907073;28079;Madrid;Madrid;23932;55,20129024
2807915143;28079;Madrid;Madrid;23922;57,73908671
2811502013;28115;Pozuelo de Alarcón;Madrid;23922;70,26260634
4802006015;48020;Bilbao;Bizkaia;23908;
2807907105;28079;Madrid;Madrid;23895;58,88910244
4804403023;48044;Getxo;Bizkaia;23891;
0801902081;08019;Barcelona;Barcelona;23881;45,31155839
4802006013;48020;Bilbao;Bizkaia;23873;
2807901088;28079;Madrid;Madrid;23864;63,06540437
2807903040;28079;Madrid;Madrid;23853;57,86927363
2807909085;28079;Madrid;Madrid;23852;68,77857209
4802006020;48020;Bilbao;Bizkaia;23845;
2807916105;28079;Madrid;Madrid;23798;54,23945995
0801905050;08019;Barcelona;Barcelona;23796;53,97746778
2807907098;28079;Madrid;Madrid;23791;51,95221731
2807902110;28079;Madrid;Madrid;23785;77,35885413
0801904054;08019;Barcelona;Barcelona;23775;47,68364914
2807915168;28079;Madrid;Madrid;23763;59,40913045
2807903030;28079;Madrid;Madrid;23751;50,09142696
2807905036;28079;Madrid;Madrid;23750;63,06337916
2812701041;28127;Rozas de Madrid, Las;Madrid;23743;67,65408356
2807907124;28079;Madrid;Madrid;23733;51,58441085
0821301004;08213;Sant Fruitós de Bages;Barcelona;23729;53,49758029
2807908049;28079;Madrid;Madrid;23712;74,76422558
